"date","hour","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation"
"2016-07-08","0","1002.8000","1007.7000","62.0000","3.3000","27.7000","83.0000","0.0000"
"2016-07-08","3","1001.7000","1006.5000","100.0000","3.3000","31.5000","65.0000","0.0000"
"2016-07-08","6","1000.5000","1005.3000","95.0000","4.6000","29.6000","73.0000","0.0000"
"2016-07-08","9","999.1000","1003.9000","80.0000","3.3000","31.5000","64.0000","0.0000"
"2016-07-08","12","1000.4000","1005.2000","56.0000","2.9000","28.3000","79.0000","0.0000"
"2016-07-08","15","1000.4000","1005.2000","62.0000","3.6000","27.3000","84.0000","0.0000"
"2016-07-08","18","999.3000","1004.1000","70.0000","1.9000","27.2000","86.0000","0.0000"
"2016-07-08","21","999.7000","1004.5000","73.0000","1.8000","26.9000","89.0000","0.0000"
"2016-07-09","0","1000.0000","1004.8000","76.0000","1.8000","27.2000","89.0000","0.0000"
"2016-07-09","3","999.4000","1004.2000","78.0000","3.7000","29.4000","78.0000","0.0000"
"2016-07-09","6","998.1000","1002.9000","85.0000","4.4000","30.1000","74.0000","0.0000"
"2016-07-09","9","997.9000","1002.8000","71.0000","2.7000","27.1000","92.0000","7.3000"
"2016-07-09","12","998.2000","1003.1000","63.0000","2.2000","26.7000","93.0000","0.2000"
"2016-07-09","15","998.5000","1003.3000","89.0000","3.0000","27.0000","92.0000","0.0000"
"2016-07-09","18","997.1000","1001.9000","76.0000","2.8000","26.8000","91.0000","0.0000"
"2016-07-09","21","997.2000","1002.0000","96.0000","2.5000","26.8000","91.0000","0.0000"
"2016-07-10","0","997.1000","1001.9000","30.0000","1.9000","28.1000","87.0000","0.0000"
"2016-07-10","3","996.7000","1001.5000","102.0000","1.9000","30.9000","76.0000","0.0000"
"2016-07-10","6","994.9000","999.7000","85.0000","2.7000","29.6000","83.0000","0.0000"
"2016-07-10","9","994.6000","999.4000","58.0000","2.9000","28.7000","81.0000","0.0000"
"2016-07-10","12","996.0000","1000.8000","35.0000","1.8000","27.9000","87.0000","0.0000"
"2016-07-10","15","996.4000","1001.2000","45.0000","1.6000","27.4000","92.0000","0.1000"
"2016-07-10","18","995.5000","1000.3000","73.0000","0.7000","27.0000","95.0000","0.1000"
"2016-07-10","21","995.4000","1000.2000","43.0000","0.8000","26.4000","97.0000","0.0000"
"2016-07-11","0","996.3000","1001.1000","171.0000","1.4000","27.4000","92.0000","0.0000"
"2016-07-11","3","996.2000","1001.0000","251.0000","1.1000","27.7000","91.0000","0.7000"
"2016-07-11","6","994.8000","999.6000","169.0000","0.7000","30.5000","78.0000","0.0000"
"2016-07-11","9","994.1000","998.9000","81.0000","2.4000","30.3000","80.0000","0.0000"
"2016-07-11","12","994.8000","999.6000","999017.0000","0.2000","27.3000","94.0000","2.7000"
"2016-07-11","15","995.8000","1000.6000","206.0000","1.3000","26.4000","97.0000","0.5000"
"2016-07-11","18","994.4000","999.2000","210.0000","2.0000","26.3000","97.0000","0.0000"
"2016-07-11","21","995.2000","1000.0000","185.0000","1.6000","26.2000","98.0000","0.0000"
"2016-07-12","0","996.7000","1001.5000","315.0000","0.6000","27.4000","94.0000","0.0000"
"2016-07-12","3","996.5000","1001.3000","266.0000","1.9000","29.8000","85.0000","0.5000"
"2016-07-12","6","994.9000","999.7000","152.0000","1.8000","34.7000","60.0000","0.0000"
"2016-07-12","9","994.6000","999.4000","125.0000","3.1000","32.4000","69.0000","0.0000"
"2016-07-12","12","995.6000","1000.4000","142.0000","1.8000","30.7000","75.0000","0.0000"
"2016-07-12","15","996.1000","1000.9000","213.0000","1.5000","28.9000","86.0000","0.0000"
"2016-07-12","18","995.4000","1000.2000","209.0000","2.7000","27.8000","93.0000","0.0000"
"2016-07-12","21","995.9000","1000.7000","289.0000","1.2000","27.5000","92.0000","0.0000"
"2016-07-13","0","997.4000","1002.2000","214.0000","3.0000","30.0000","81.0000","0.0000"
"2016-07-13","3","997.1000","1001.9000","239.0000","1.7000","33.7000","67.0000","0.0000"
"2016-07-13","6","995.5000","1000.3000","213.0000","2.4000","35.9000","56.0000","0.0000"
"2016-07-13","9","996.0000","1000.8000","246.0000","4.3000","32.1000","66.0000","0.0000"
"2016-07-13","12","998.0000","1002.8000","304.0000","1.7000","29.1000","83.0000","0.0000"
"2016-07-13","15","999.2000","1004.0000","327.0000","0.9000","28.6000","87.0000","0.0000"
"2016-07-13","18","998.1000","1002.9000","219.0000","1.4000","28.1000","90.0000","0.0000"
"2016-07-13","21","998.6000","1003.4000","225.0000","1.5000","27.7000","92.0000","0.0000"
"2016-07-14","0","999.1000","1003.9000","221.0000","2.2000","29.1000","86.0000","0.0000"
"2016-07-14","3","998.8000","1003.6000","195.0000","4.6000","33.4000","63.0000","0.0000"
"2016-07-14","6","997.1000","1001.9000","333.0000","3.3000","32.1000","67.0000","0.0000"
"2016-07-14","9","997.9000","1002.7000","287.0000","3.2000","30.0000","78.0000","0.0000"
"2016-07-14","12","998.4000","1003.2000","177.0000","0.8000","28.0000","88.0000","0.0000"
"2016-07-14","15","998.7000","1003.5000","309.0000","1.4000","27.6000","90.0000","0.0000"
"2016-07-14","18","997.7000","1002.5000","196.0000","1.4000","27.3000","91.0000","0.0000"
"2016-07-14","21","996.8000","1001.6000","220.0000","2.7000","27.0000","93.0000","0.0000"
"2016-07-15","0","997.1000","1001.9000","214.0000","3.1000","30.4000","76.0000","0.0000"
"2016-07-15","3","996.0000","1000.8000","203.0000","4.5000","33.7000","61.0000","0.0000"
"2016-07-15","6","994.6000","999.4000","211.0000","2.3000","36.3000","52.0000","0.0000"
"2016-07-15","9","993.4000","998.2000","212.0000","5.1000","35.7000","51.0000","0.0000"
"2016-07-15","12","994.7000","999.5000","229.0000","2.1000","33.0000","60.0000","0.0000"
"2016-07-15","15","995.6000","1000.4000","227.0000","2.1000","31.4000","68.0000","0.0000"
"2016-07-15","18","995.9000","1000.6000","287.0000","1.9000","29.4000","80.0000","0.0000"
"2016-07-15","21","997.5000","1002.3000","340.0000","4.1000","25.2000","90.0000","0.3000"
"2016-07-16","0","999.3000","1004.1000","340.0000","2.6000","24.0000","93.0000","2.0000"
"2016-07-16","3","1000.4000","1005.2000","345.0000","1.3000","24.9000","91.0000","0.4000"
"2016-07-16","6","1000.6000","1005.5000","233.0000","0.4000","25.3000","90.0000","0.0000"
"2016-07-16","9","999.9000","1004.8000","86.0000","1.7000","25.9000","87.0000","0.0000"
"2016-07-16","12","1002.1000","1007.0000","281.0000","0.7000","25.6000","90.0000","0.0000"
"2016-07-16","15","1003.0000","1007.9000","220.0000","1.0000","25.8000","89.0000","0.0000"
"2016-07-16","18","1002.2000","1007.1000","225.0000","1.4000","25.0000","93.0000","0.0000"
"2016-07-16","21","1002.4000","1007.3000","232.0000","1.5000","24.7000","95.0000","0.0000"
"2016-07-17","0","1003.6000","1008.5000","157.0000","1.8000","27.3000","86.0000","0.0000"
"2016-07-17","3","1003.0000","1007.9000","260.0000","2.7000","30.7000","66.0000","0.0000"
"2016-07-17","6","1001.7000","1006.5000","200.0000","1.5000","31.8000","62.0000","0.0000"
"2016-07-17","9","1000.7000","1005.5000","239.0000","1.3000","32.6000","60.0000","0.0000"
"2016-07-17","12","1002.0000","1006.8000","65.0000","3.1000","30.0000","78.0000","0.0000"
"2016-07-17","15","1002.3000","1007.1000","61.0000","1.3000","28.5000","87.0000","0.0000"
"2016-07-17","18","1001.5000","1006.3000","226.0000","1.5000","26.9000","94.0000","0.0000"
"2016-07-17","21","1001.4000","1006.2000","225.0000","0.7000","26.1000","96.0000","0.0000"
"2016-07-18","0","1002.5000","1007.3000","174.0000","1.3000","28.9000","80.0000","0.0000"
"2016-07-18","3","1001.4000","1006.2000","170.0000","0.9000","32.7000","63.0000","0.0000"
"2016-07-18","6","999.4000","1004.2000","67.0000","2.1000","33.5000","57.0000","0.0000"
"2016-07-18","9","999.1000","1003.9000","302.0000","0.8000","29.2000","83.0000","0.0000"
"2016-07-18","12","1000.5000","1005.4000","240.0000","1.3000","25.2000","92.0000","0.1000"
"2016-07-18","15","1001.2000","1006.0000","183.0000","1.0000","25.0000","90.0000","0.0000"
"2016-07-18","18","1000.4000","1005.2000","242.0000","0.3000","24.8000","91.0000","0.0000"
"2016-07-18","21","1000.1000","1005.0000","220.0000","1.3000","24.8000","92.0000","0.0000"
"2016-07-19","0","1000.9000","1005.8000","219.0000","3.3000","27.5000","81.0000","0.0000"
"2016-07-19","3","1000.5000","1005.3000","212.0000","3.8000","31.7000","65.0000","0.0000"
"2016-07-19","6","999.7000","1004.5000","239.0000","1.9000","31.8000","64.0000","0.0000"
"2016-07-19","9","998.7000","1003.5000","218.0000","2.0000","31.5000","69.0000","0.0000"
"2016-07-19","12","1000.2000","1005.0000","215.0000","0.7000","30.0000","77.0000","0.0000"
"2016-07-19","15","1001.0000","1005.8000","202.0000","1.5000","29.0000","80.0000","0.0000"
"2016-07-19","18","999.6000","1004.4000","198.0000","2.1000","27.7000","88.0000","0.0000"
"2016-07-19","21","999.0000","1003.8000","208.0000","2.0000","26.5000","93.0000","0.0000"
"2016-07-20","0","1000.2000","1005.0000","200.0000","2.9000","30.3000","72.0000","0.0000"
"2016-07-20","3","999.7000","1004.5000","207.0000","5.4000","34.8000","48.0000","0.0000"
"2016-07-20","6","998.7000","1003.5000","199.0000","4.7000","37.1000","41.0000","0.0000"
"2016-07-20","9","998.7000","1003.5000","217.0000","3.4000","37.0000","40.0000","0.0000"
"2016-07-20","12","1000.2000","1005.0000","224.0000","2.5000","33.0000","53.0000","0.0000"
"2016-07-20","15","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000"
"2016-07-20","18","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000"
"2016-07-20","21","1001.7000","1006.5000","222.0000","2.3000","27.3000","79.0000","0.0000"
"2016-07-21","0","1003.0000","1007.8000","197.0000","1.8000","31.1000","63.0000","0.0000"
"2016-07-21","3","1002.4000","1007.2000","210.0000","4.6000","35.6000","47.0000","0.0000"
"2016-07-21","6","1001.5000","1006.3000","205.0000","4.7000","37.2000","44.0000","0.0000"
"2016-07-21","9","1000.2000","1005.0000","195.0000","3.2000","37.6000","42.0000","0.0000"
"2016-07-21","12","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000"
"2016-07-21","15","1001.9000","1006.7000","208.0000","3.2000","31.4000","66.0000","0.0000"
"2016-07-21","18","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000"
"2016-07-21","21","1002.1000","1006.9000","199.0000","2.5000","29.0000","75.0000","0.0000"
"2016-07-22","0","1003.2000","1008.0000","194.0000","1.9000","31.6000","68.0000","0.0000"
"2016-07-22","3","1002.7000","1007.5000","212.0000","3.0000","35.5000","51.0000","0.0000"
"2016-07-22","6","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000"
"2016-07-22","9","1000.0000","1004.8000","226.0000","1.9000","37.2000","45.0000","0.0000"
"2016-07-22","12","1000.7000","1005.5000","238.0000","1.7000","33.4000","54.0000","0.0000"
"2016-07-22","15","1001.7000","1006.5000","190.0000","1.6000","31.3000","67.0000","0.0000"
"2016-07-22","18","1000.9000","1005.7000","205.0000","2.1000","29.8000","74.0000","0.0000"
"2016-07-22","21","1001.2000","1006.0000","207.0000","1.3000","27.7000","83.0000","0.0000"
"2016-07-23","0","1002.7000","1007.5000","221.0000","2.4000","31.3000","69.0000","0.0000"
"2016-07-23","3","1002.5000","1007.3000","169.0000","2.6000","36.2000","52.0000","0.0000"
"2016-07-23","6","1000.5000","1005.3000","206.0000","1.8000","38.3000","42.0000","0.0000"
"2016-07-23","9","999.7000","1004.5000","236.0000","1.6000","38.0000","45.0000","0.0000"
"2016-07-23","12","1000.9000","1005.7000","106.0000","1.5000","35.6000","50.0000","0.0000"
"2016-07-23","15","1001.9000","1006.6000","150.0000","1.2000","33.6000","61.0000","0.0000"
"2016-07-23","18","1001.6000","1006.3000","213.0000","1.1000","31.1000","71.0000","0.0000"
"2016-07-23","21","1002.0000","1006.8000","223.0000","1.8000","29.0000","82.0000","0.0000"
"2016-07-24","0","1003.2000","1008.0000","225.0000","1.2000","32.1000","70.0000","0.0000"
"2016-07-24","3","1003.3000","1008.0000","181.0000","1.9000","36.8000","52.0000","0.0000"
"2016-07-24","6","1001.6000","1006.3000","285.0000","1.7000","38.8000","40.0000","0.0000"
"2016-07-24","9","1001.0000","1005.8000","177.0000","0.9000","39.4000","38.0000","0.0000"
"2016-07-24","12","1001.8000","1006.6000","96.0000","2.1000","35.0000","61.0000","0.0000"
"2016-07-24","15","1003.0000","1007.7000","190.0000","1.4000","33.3000","65.0000","0.0000"
"2016-07-24","18","1002.2000","1006.9000","113.0000","0.5000","31.1000","72.0000","0.0000"
"2016-07-24","21","1002.8000","1007.6000","214.0000","1.9000","29.9000","79.0000","0.0000"
"2016-07-25","0","1003.8000","1008.6000","185.0000","1.6000","32.1000","73.0000","0.0000"
"2016-07-25","3","1003.0000","1007.8000","191.0000","2.5000","35.5000","58.0000","0.0000"
"2016-07-25","6","1001.0000","1005.7000","198.0000","2.0000","38.8000","43.0000","0.0000"
"2016-07-25","9","1000.2000","1005.0000","79.0000","4.1000","37.6000","50.0000","0.0000"
"2016-07-25","12","1001.2000","1006.0000","80.0000","2.8000","35.4000","53.0000","0.0000"
"2016-07-25","15","1001.9000","1006.7000","271.0000","0.6000","32.9000","69.0000","0.0000"
"2016-07-25","18","1000.9000","1005.6000","201.0000","1.4000","31.2000","76.0000","0.0000"
"2016-07-25","21","1001.4000","1006.2000","235.0000","1.7000","29.6000","82.0000","0.0000"
"2016-07-26","0","1002.0000","1006.8000","200.0000","2.7000","31.9000","72.0000","0.0000"
"2016-07-26","3","1001.0000","1005.7000","180.0000","2.7000","36.2000","56.0000","0.0000"
"2016-07-26","6","999.0000","1003.7000","254.0000","2.2000","38.4000","43.0000","0.0000"
"2016-07-26","9","998.2000","1002.9000","291.0000","1.5000","38.8000","42.0000","0.0000"
"2016-07-26","12","999.6000","1004.4000","197.0000","1.1000","32.3000","57.0000","0.0000"
"2016-07-26","15","1000.6000","1005.4000","352.0000","0.7000","31.5000","61.0000","0.0000"
"2016-07-26","18","1000.0000","1004.7000","201.0000","1.3000","30.2000","75.0000","0.0000"
"2016-07-26","21","1000.6000","1005.4000","184.0000","1.5000","29.5000","80.0000","0.0000"
"2016-07-27","0","1001.5000","1006.3000","233.0000","3.1000","31.9000","72.0000","0.0000"
"2016-07-27","3","1000.5000","1005.3000","209.0000","2.8000","36.6000","54.0000","0.0000"
"2016-07-27","6","998.8000","1003.5000","189.0000","1.7000","38.6000","42.0000","0.0000"
"2016-07-27","9","998.7000","1003.4000","240.0000","2.8000","38.2000","42.0000","0.0000"
"2016-07-27","12","1001.4000","1006.2000","135.0000","1.6000","31.5000","55.0000","0.0000"
"2016-07-27","15","1000.7000","1005.5000","221.0000","2.0000","30.8000","58.0000","0.0000"
"2016-07-27","18","1001.1000","1005.8000","281.0000","0.9000","30.1000","69.0000","0.0000"
"2016-07-27","21","1001.1000","1005.9000","222.0000","1.4000","29.5000","75.0000","0.0000"
"2016-07-28","0","1001.9000","1006.7000","242.0000","1.7000","31.9000","70.0000","0.0000"
"2016-07-28","3","1001.5000","1006.3000","206.0000","1.4000","36.7000","55.0000","0.0000"
"2016-07-28","6","1000.3000","1005.0000","202.0000","3.3000","38.6000","43.0000","0.0000"
"2016-07-28","9","999.7000","1004.5000","128.0000","2.0000","38.0000","44.0000","0.0000"
"2016-07-28","12","1000.4000","1005.2000","135.0000","1.7000","34.7000","54.0000","0.0000"
"2016-07-28","15","1001.5000","1006.2000","169.0000","1.8000","33.5000","58.0000","0.0000"
"2016-07-28","18","1001.3000","1006.0000","228.0000","2.7000","30.7000","70.0000","0.0000"
"2016-07-28","21","1001.4000","1006.2000","220.0000","1.8000","29.6000","72.0000","0.0000"
"2016-07-29","0","1002.9000","1007.7000","216.0000","2.4000","31.9000","65.0000","0.0000"
"2016-07-29","3","1002.7000","1007.4000","300.0000","2.3000","36.3000","49.0000","0.0000"
"2016-07-29","6","1001.0000","1005.7000","27.0000","2.4000","38.3000","43.0000","0.0000"
"2016-07-29","9","1000.3000","1005.1000","82.0000","5.4000","38.0000","44.0000","0.0000"
"2016-07-29","12","1001.7000","1006.5000","98.0000","2.3000","34.2000","57.0000","0.0000"
"2016-07-29","15","1002.2000","1007.0000","184.0000","1.5000","32.8000","63.0000","0.0000"
"2016-07-29","18","1001.5000","1006.2000","230.0000","0.9000","30.9000","71.0000","0.0000"
"2016-07-29","21","1002.1000","1006.9000","222.0000","1.5000","29.3000","77.0000","0.0000"
"2016-07-30","0","1003.4000","1008.2000","213.0000","1.0000","31.9000","66.0000","0.0000"
"2016-07-30","3","1003.3000","1008.1000","159.0000","1.3000","36.3000","52.0000","0.0000"
"2016-07-30","6","1002.1000","1006.9000","50.0000","4.0000","37.0000","47.0000","0.0000"
"2016-07-30","9","1000.6000","1005.4000","80.0000","2.8000","36.1000","53.0000","0.0000"
"2016-07-30","12","1001.9000","1006.7000","61.0000","2.9000","33.1000","68.0000","0.0000"
"2016-07-30","15","1003.0000","1007.8000","57.0000","1.9000","31.8000","71.0000","0.0000"
"2016-07-30","18","1002.7000","1007.5000","162.0000","2.4000","30.7000","68.0000","0.0000"
"2016-07-30","21","1002.5000","1007.3000","125.0000","1.9000","29.5000","68.0000","0.0000"
"2016-07-31","0","1003.9000","1008.7000","161.0000","3.4000","31.2000","63.0000","0.0000"
"2016-07-31","3","1003.7000","1008.5000","105.0000","1.0000","34.8000","50.0000","0.0000"
"2016-07-31","6","1002.0000","1006.8000","39.0000","3.4000","35.8000","49.0000","0.0000"
"2016-07-31","9","1000.8000","1005.6000","81.0000","4.9000","34.4000","60.0000","0.0000"
"2016-07-31","12","1002.1000","1006.9000","64.0000","4.4000","31.7000","65.0000","0.0000"
"2016-07-31","15","1003.2000","1008.0000","126.0000","1.9000","30.4000","65.0000","0.0000"
"2016-07-31","18","1002.2000","1007.0000","115.0000","1.9000","29.2000","70.0000","0.0000"
"2016-07-31","21","1002.8000","1007.6000","116.0000","0.9000","28.2000","72.0000","0.0000"
"2016-08-01","0","1003.5000","1008.3000","102.0000","1.8000","31.7000","61.0000","0.0000"
"2016-08-01","3","1002.4000","1007.2000","151.0000","1.7000","33.7000","56.0000","0.0000"
"2016-08-01","6","1001.1000","1005.9000","65.0000","2.5000","34.4000","56.0000","0.0000"
"2016-08-01","9","1000.1000","1004.9000","80.0000","2.1000","34.5000","59.0000","0.0000"
"2016-08-01","12","1000.9000","1005.7000","57.0000","2.0000","31.0000","77.0000","0.0000"
"2016-08-01","15","1001.8000","1006.6000","125.0000","1.4000","30.9000","76.0000","0.0000"
"2016-08-01","18","1001.2000","1006.0000","177.0000","2.5000","30.3000","69.0000","0.0000"
"2016-08-01","21","1000.9000","1005.7000","172.0000","1.4000","29.2000","73.0000","0.0000"
"2016-08-02","0","1001.9000","1006.7000","195.0000","1.7000","30.8000","65.0000","0.0000"
"2016-08-02","3","1001.8000","1006.6000","175.0000","3.0000","34.9000","53.0000","0.0000"
"2016-08-02","6","999.5000","1004.3000","216.0000","2.8000","37.3000","44.0000","0.0000"
"2016-08-02","9","998.0000","1002.8000","51.0000","1.7000","34.8000","56.0000","0.0000"
"2016-08-02","12","1000.1000","1004.9000","88.0000","2.3000","30.9000","70.0000","0.0000"
"2016-08-02","15","1003.1000","1007.9000","310.0000","3.1000","24.5000","94.0000","4.8000"
"2016-08-02","18","1002.5000","1007.3000","221.0000","1.8000","24.7000","96.0000","3.6000"
"2016-08-02","21","1001.5000","1006.3000","215.0000","2.7000","24.9000","95.0000","0.3000"
"2016-08-03","0","1003.2000","1008.1000","227.0000","0.7000","26.2000","89.0000","0.0000"
"2016-08-03","3","1003.9000","1008.8000","332.0000","1.8000","30.8000","70.0000","0.0000"
"2016-08-03","6","1002.4000","1007.2000","334.0000","2.7000","33.0000","62.0000","0.0000"
"2016-08-03","9","1001.8000","1006.6000","28.0000","1.7000","32.2000","63.0000","0.0000"
"2016-08-03","12","1003.2000","1008.1000","203.0000","3.8000","29.7000","75.0000","0.0000"
"2016-08-03","15","1004.2000","1009.1000","266.0000","1.8000","26.7000","86.0000","0.0000"
"2016-08-03","18","1002.8000","1007.6000","226.0000","1.8000","26.0000","85.0000","0.0000"
"2016-08-03","21","1003.5000","1008.3000","999017.0000","0.0000","25.6000","89.0000","0.0000"
"2016-08-04","0","1004.5000","1009.3000","223.0000","2.5000","28.4000","79.0000","0.0000"
"2016-08-04","3","1004.3000","1009.1000","207.0000","2.0000","31.7000","66.0000","0.0000"
"2016-08-04","6","1002.3000","1007.1000","302.0000","2.3000","34.8000","53.0000","0.0000"
"2016-08-04","9","1001.9000","1006.8000","177.0000","2.3000","28.1000","84.0000","0.7000"
"2016-08-04","12","1004.3000","1009.2000","242.0000","1.1000","26.4000","94.0000","1.4000"
"2016-08-04","15","1004.4000","1009.3000","207.0000","2.4000","25.5000","95.0000","0.0000"
"2016-08-04","18","1004.0000","1008.8000","206.0000","1.5000","25.2000","95.0000","0.0000"
"2016-08-04","21","1003.6000","1008.5000","273.0000","0.5000","24.9000","94.0000","0.0000"
"2016-08-05","0","1004.5000","1009.4000","200.0000","0.6000","27.1000","87.0000","0.0000"
"2016-08-05","3","1003.6000","1008.5000","280.0000","1.9000","31.5000","70.0000","0.0000"
"2016-08-05","6","1001.9000","1006.7000","88.0000","1.6000","33.7000","57.0000","0.0000"
"2016-08-05","9","1000.6000","1005.4000","999017.0000","0.0000","32.5000","64.0000","0.0000"
"2016-08-05","12","1002.0000","1006.8000","305.0000","2.9000","29.5000","76.0000","0.0000"
"2016-08-05","15","1002.6000","1007.4000","303.0000","1.9000","29.0000","79.0000","0.0000"
"2016-08-05","18","1001.5000","1006.3000","295.0000","2.4000","28.6000","83.0000","0.0000"
"2016-08-05","21","1001.1000","1005.9000","295.0000","1.9000","27.3000","89.0000","0.0000"
"2016-08-06","0","1001.4000","1006.2000","251.0000","0.9000","29.0000","82.0000","0.0000"
"2016-08-06","3","1000.8000","1005.6000","290.0000","1.7000","32.3000","65.0000","0.0000"
"2016-08-06","6","999.0000","1003.8000","999017.0000","0.0000","28.1000","88.0000","2.0000"
